Registration Number,First Name,Middle Name,Last Name,Gender,Date of Birth,Nationality,Country of Residence,Phone Number,Email Address,Home Address,City,State,Zip Code,University,Current GPA / CGPA,Previous GPA (historic tracking),Credits Completed,Credits Remaining,Courses Enrolled Per Semester,Course Codes,Course Units,Technical Skills,Soft Skills,Research Interests,Professional Interests,Hobbies,Preferred Learning Style,Study Partners Preferences,Preferred Study Hours,CS and Data Science Interests
202401583,Wesley,Sofia,Rogers,Male,2001-08-16,United States,United States,(353) 383-1579,wesley.rogers71@gmail.com,8285 Hill Avenue,Boston,NY,85223,Cornell University,3.45,None,73,53,3,"ECON101, ML502, EE301",11,"Cybersecurity, Pandas, Deep Learning, PyTorch, Git, JavaScript, R, TensorFlow, Docker","Communication, Teamwork, Critical Thinking, Time Management, Problem-solving",Machine Learning,Cybersecurity Analyst,"Music, Sports",Kinesthetic,One-on-one,Morning,"Data Science, AI, Cybersecurity, Machine Learning, None"
202515929,Piper,Aaliyah,Young,Female,2005-02-17,United States,United States,(261) 345-5584,piper.young12@gmail.com,9794 Park Way,Atlanta,FL,29735,University of California--Los Angeles,2.31,2.05; 3.08; 3.27,17,103,3,"DATA201, CS101, CS101",10,"Cybersecurity, JavaScript, AWS","Critical Thinking, Communication, Problem-solving, Time Management, Teamwork, Leadership","Machine Learning, NLP, Data Science, Artificial Intelligence",Cybersecurity Analyst,"Gaming, Sports, Hiking",Kinesthetic,Online,Evening,"Data Science, Cybersecurity, Machine Learning"
202424035,John,Gabriel,Jimenez,Male,2002-03-23,United States,United States,(663) 769-5093,john.jimenez13@gmail.com,"2646 Oak Avenue, Apt 116",Seattle,IL,25825,University of Wisconsin--Madison,3.21,2.42; 2.62; 2.53; 2.24; 2.32; 3.37,25,91,5,"ECON101, EE301, ECON101, CS101, EE301",17,"Java, Machine Learning, Deep Learning, C++, Cybersecurity, Python","Leadership, Critical Thinking, Time Management","Cybersecurity, NLP, Artificial Intelligence","Software Engineer, ML Engineer, Cybersecurity Analyst","Hiking, Music, Gaming",Visual,One-on-one,Morning,Data Science
202143902,Leo,Eliana,Parker,Male,2005-06-06,United States,United States,(629) 404-9614,leo.parker32@gmail.com,"8228 Main Boulevard, Apt 175",Chicago,WA,38143,Purdue University,3.84,2.56; 3.77,23,106,4,"EE301, EE301, CS201, DATA201",14,"Machine Learning, AWS, Cybersecurity, Python, Git, R, Docker, Deep Learning","Time Management, Critical Thinking, Communication, Leadership, Problem-solving",Artificial Intelligence,"ML Engineer, Data Scientist, Software Engineer","Reading, Music, Cooking, Sports",Auditory,Small group,Morning,"Computer Vision, Machine Learning"
202243923,Valentina,Elise,Patel,Female,2003-06-18,United States,United States,(816) 424-1326,valentina.patel68@gmail.com,9532 Sunset Road,Houston,WA,57026,Stanford University,3.85,None,105,23,4,"BIO202, BIO202, CS201, DATA201",13,"Python, R, TensorFlow, JavaScript, C++, Deep Learning","Communication, Teamwork, Time Management, Problem-solving","NLP, Machine Learning, Artificial Intelligence, Cybersecurity",AI Researcher,"Cooking, Reading, Sports, Photography, Gaming",Auditory,Small group,Late night,"Computer Vision, Cybersecurity, Machine Learning, None"
202468325,Parker,Paisley,Thompson,Male,2004-06-10,United States,United States,(211) 471-4435,parker.thompson32@gmail.com,4925 Pine Avenue,Miami,IL,84381,University of Chicago,2.36,2.64; 3.62; 3.22; 3.28,41,84,4,"DS401, DS401, PHYS101, EE301",14,"Java, R, SQL, Cybersecurity, Python, PyTorch, Git, Docker","Leadership, Problem-solving, Time Management, Critical Thinking, Communication, Teamwork",,"ML Engineer, Data Scientist, Software Engineer, Cybersecurity Analyst","Photography, Reading",Kinesthetic,Alone,Evening,"AI, None, Cybersecurity"
202599544,Charles,Elias,Sanders,Male,2002-01-17,United States,United States,(762) 702-3516,charles.sanders7@gmail.com,5636 Hill Lane,Denver,TX,89602,Harvard University,3.81,2.11,99,17,4,"CS101, AI501, MATH101, ECON101",13,"Python, Git, Java, SQL, PyTorch","Leadership, Teamwork, Time Management, Problem-solving, Communication, Critical Thinking",,"Software Engineer, AI Researcher, Data Scientist, Cybersecurity Analyst","Hiking, Sports, Reading, Music, Cooking",Kinesthetic,Online,Evening,"Data Science, AI"
202181276,Kinsley,Emily,King,Female,2004-01-06,United States,United States,(371) 416-4157,kinsley.king17@gmail.com,9344 Main Avenue,Los Angeles,WA,80968,Duke University,3.0,3.18; 3.11; 3.68; 3.64; 2.84; 3.07,136,0,4,"CYBER301, ECON101, MATH101, EE301",13,"Git, Java, PyTorch","Leadership, Critical Thinking, Communication, Time Management, Teamwork, Problem-solving","Computer Vision, Data Science, None","AI Researcher, Cybersecurity Analyst, Software Engineer","Cooking, Photography, Music, Reading, Gaming, Hiking",Auditory,Alone,Morning,"None, AI, Cybersecurity, NLP, Machine Learning"
202464635,Everly,Valentina,Morales,Female,2006-04-22,United States,United States,(992) 528-5414,everly.morales94@gmail.com,713 Pine Road,Miami,IL,15083,University of California--San Diego,2.97,3.38; 2.1,136,0,5,"DATA201, PHYS101, PSY101, CS201, DS401",17,"TensorFlow, PyTorch, Java, JavaScript, Docker, Pandas","Critical Thinking, Problem-solving, Communication, Teamwork, Time Management, Leadership","NLP, Computer Vision","Data Scientist, Software Engineer, Cybersecurity Analyst, AI Researcher","Photography, Reading, Gaming",Visual,Online,Morning,"Computer Vision, Machine Learning, Cybersecurity"
202216773,Iris,Scarlett,Cook,Female,2002-05-23,United States,United States,(475) 867-7709,iris.cook66@gmail.com,"600 Cedar Road, Apt 126",Chicago,GA,86923,University of Chicago,3.24,2.33; 3.79,38,81,3,"MATH101, PSY101, AI501",9,"Deep Learning, Machine Learning, Cybersecurity","Problem-solving, Leadership, Time Management","None, Artificial Intelligence, Machine Learning, Cybersecurity","AI Researcher, Cybersecurity Analyst, Data Scientist","Music, Sports, Gaming, Photography",Kinesthetic,Online,Morning,NLP
202233164,Josephine,Leilani,Kim,Female,2004-03-03,United States,United States,(902) 747-8794,josephine.kim86@gmail.com,"4990 Oak Boulevard, Apt 17",Boston,WA,46291,University of Washington,2.74,3.9; 3.3; 2.38; 3.03; 2.48,29,100,6,"ML502, BIO202, DS401, EE301, EE301, CS201",22,"AWS, SQL, C++, PyTorch, Cybersecurity","Communication, Teamwork, Problem-solving, Time Management","NLP, Computer Vision","AI Researcher, Software Engineer","Sports, Gaming, Photography",Reading/Writing,One-on-one,Evening,"NLP, Cybersecurity, Data Science"
202286814,Jaxon,Daniel,Brooks,Male,2001-10-19,United States,United States,(414) 979-3762,jaxon.brooks74@gmail.com,"7836 Cedar Lane, Apt 31",Atlanta,MA,64146,University of California--San Diego,2.39,2.3; 3.98; 2.69; 3.97; 3.79; 3.97,51,69,4,"MATH101, MATH101, MATH101, DS401",14,"C++, Docker, Machine Learning, Java, Cybersecurity, TensorFlow, Git, AWS, JavaScript","Problem-solving, Critical Thinking, Teamwork, Time Management, Communication, Leadership",,"ML Engineer, Data Scientist, Software Engineer","Hiking, Photography",Auditory,Small group,Evening,"Machine Learning, AI, Data Science"
202393417,Aria,Alexander,Garcia,Female,2004-04-06,United States,United States,(855) 461-9761,aria.garcia80@gmail.com,"7569 Lake Lane, Apt 135",Denver,TX,54922,Northwestern University,3.99,2.72; 2.38; 3.9,118,0,4,"DATA201, MATH101, AI501, DATA201",13,"TensorFlow, Python, PyTorch","Critical Thinking, Teamwork, Time Management",,"Cybersecurity Analyst, ML Engineer, Software Engineer, Data Scientist","Hiking, Gaming, Photography, Reading, Cooking",Reading/Writing,Alone,Evening,"NLP, Computer Vision, Machine Learning, Data Science, AI"
202268322,Wyatt,David,Wilson,Male,2003-03-25,United States,United States,(859) 436-8483,wyatt.wilson38@gmail.com,3372 Elm Way,Seattle,IL,48712,University of Michigan--Ann Arbor,2.57,2.99; 2.42; 3.87; 2.66,15,95,3,"AI501, BIO202, PSY101",9,"Docker, Python, Java, C++, Deep Learning","Communication, Critical Thinking, Problem-solving, Time Management, Teamwork",,Software Engineer,"Hiking, Photography, Gaming",Kinesthetic,One-on-one,Late night,"Cybersecurity, Computer Vision, AI, None, Machine Learning"
202048205,Jack,Amelia,Phillips,Male,2004-01-19,United States,United States,(264) 467-6148,jack.phillips2@gmail.com,6419 Park Way,Los Angeles,TX,17686,University of California--Los Angeles,3.97,2.32; 2.83; 3.18; 3.6; 3.36; 2.36,112,9,3,"MATH101, DS401, MATH101",11,"Deep Learning, PyTorch, AWS, Pandas, TensorFlow, Cybersecurity, JavaScript, R","Problem-solving, Leadership, Critical Thinking","NLP, None","Data Scientist, Software Engineer, Cybersecurity Analyst, AI Researcher","Photography, Music, Hiking, Gaming, Reading, Cooking",Kinesthetic,Small group,Evening,"AI, NLP, Machine Learning"
202587360,Paisley,Jaxon,Hernandez,Female,2005-12-25,United States,United States,(985) 834-8751,paisley.hernandez92@gmail.com,"9488 Park Street, Apt 128",Seattle,NY,75191,University of California--Los Angeles,3.57,None,41,81,6,"BIO202, CS101, EE301, PSY101, CS101, PSY101",22,"R, Pandas, Docker, Java, Deep Learning, JavaScript, Python, Cybersecurity","Critical Thinking, Communication, Time Management, Problem-solving, Teamwork",,"Cybersecurity Analyst, Data Scientist","Reading, Sports, Cooking, Gaming, Photography",Visual,Online,Afternoon,"None, Machine Learning, Cybersecurity, AI"
202417196,Mia,Alice,Gray,Female,2002-05-20,United States,United States,(551) 501-8419,mia.gray18@gmail.com,7481 Park Drive,Austin,CA,79515,University of California--San Diego,3.55,3.87; 3.68; 2.97; 3.02,60,68,4,"DS401, CS101, PHYS101, CYBER301",15,"Git, TensorFlow, Pandas, Machine Learning","Critical Thinking, Time Management, Communication, Problem-solving, Teamwork",Machine Learning,"AI Researcher, Data Scientist, ML Engineer","Cooking, Photography, Sports",Visual,One-on-one,Late night,"NLP, Computer Vision, Data Science, Cybersecurity, Machine Learning"
202236504,Christian,Luca,Brown,Male,2002-08-19,United States,United States,(848) 921-7025,christian.brown97@gmail.com,969 Main Avenue,Boston,MA,29192,University of Chicago,3.73,3.57; 2.41; 3.08; 2.72; 2.91,72,58,6,"PHYS101, PHYS101, PSY101, DS401, PHYS101, AI501",21,"AWS, Pandas, TensorFlow, JavaScript, Deep Learning, SQL, Docker","Critical Thinking, Teamwork, Leadership, Time Management","Artificial Intelligence, Data Science, None, NLP","ML Engineer, AI Researcher, Software Engineer","Cooking, Sports, Reading",Kinesthetic,Online,Afternoon,Machine Learning
202336526,Hailey,Daniel,Jimenez,Female,2004-05-18,United States,United States,(590) 316-7322,hailey.jimenez33@gmail.com,8137 Hill Lane,Seattle,FL,34100,Georgia Institute of Technology,3.19,3.01; 2.83; 3.07; 2.18; 2.44; 2.43,99,21,5,"EE301, ML502, CYBER301, AI501, ML502",17,"Pandas, SQL, Python, AWS, R, Cybersecurity, TensorFlow","Problem-solving, Teamwork, Communication, Critical Thinking, Time Management, Leadership","Artificial Intelligence, None, Machine Learning, NLP",Data Scientist,"Photography, Hiking, Music",Visual,Small group,Late night,Computer Vision
202315989,James,Avery,Alvarez,Male,2001-06-05,United States,United States,(821) 288-5612,james.alvarez98@gmail.com,"1533 Oak Street, Apt 46",Atlanta,NY,85361,Columbia University,3.7,2.82; 2.9,118,5,5,"CYBER301, PHYS101, CYBER301, CS201, ML502",17,"Git, Cybersecurity, PyTorch, Python, Docker, C++","Leadership, Problem-solving, Communication, Time Management",Cybersecurity,"Software Engineer, Data Scientist, ML Engineer","Reading, Cooking",Reading/Writing,Alone,Evening,"Computer Vision, None"
202346922,Hazel,Isabella,Chavez,Female,2002-08-07,United States,United States,(565) 331-4842,hazel.chavez13@gmail.com,"2737 Pine Avenue, Apt 158",Houston,NY,33770,New York University,3.44,3.7; 3.7; 3.86; 3.99,133,0,3,"BIO202, CYBER301, PSY101",10,"TensorFlow, Java, JavaScript, R, Docker","Communication, Time Management, Critical Thinking, Problem-solving, Teamwork, Leadership","Data Science, Machine Learning",AI Researcher,"Photography, Gaming, Music",Kinesthetic,One-on-one,Afternoon,"Data Science, None, Computer Vision"
202140384,Vivian,Silas,Morales,Female,2002-03-22,United States,United States,(675) 713-9362,vivian.morales12@gmail.com,2979 Hill Street,Atlanta,FL,44502,Carnegie Mellon University,3.55,2.15; 2.15; 2.04; 3.01; 2.06,118,10,4,"BIO202, CS201, ML502, PSY101",15,"R, AWS, Python, PyTorch, JavaScript, TensorFlow","Time Management, Leadership, Problem-solving, Teamwork",Computer Vision,"Cybersecurity Analyst, AI Researcher","Gaming, Music",Auditory,Alone,Evening,"Machine Learning, AI, None"
202173650,Everly,Aria,Collins,Female,2001-06-13,United States,United States,(435) 278-9430,everly.collins83@gmail.com,"5409 Oak Drive, Apt 134",Boston,TX,59369,Stanford University,3.41,3.18; 3.8,34,92,5,"DATA201, DATA201, PSY101, PSY101, EE301",18,"JavaScript, C++, Deep Learning, Machine Learning, R","Critical Thinking, Leadership, Problem-solving","NLP, Artificial Intelligence","Cybersecurity Analyst, ML Engineer, Software Engineer, AI Researcher","Reading, Gaming, Photography, Hiking, Sports",Auditory,Small group,Morning,"Machine Learning, AI, None, Cybersecurity, Computer Vision"
202017367,Hailey,Leah,Brooks,Female,2004-03-07,United States,United States,(407) 735-9263,hailey.brooks88@gmail.com,"1504 Cedar Boulevard, Apt 156",Austin,TX,38752,Massachusetts Institute of Technology,3.71,2.29; 3.17; 3.53; 3.25,145,0,4,"BIO202, PSY101, CYBER301, DS401",14,"Deep Learning, C++, TensorFlow, Java, Cybersecurity, Docker","Time Management, Critical Thinking, Teamwork",,"Data Scientist, Software Engineer, AI Researcher, ML Engineer","Music, Sports, Reading, Photography, Cooking, Gaming",Reading/Writing,One-on-one,Morning,"Machine Learning, Cybersecurity, Data Science, None"
202417469,Wyatt,Maya,Cooper,Male,2003-11-22,United States,United States,(953) 341-2951,wyatt.cooper96@gmail.com,3196 Main Drive,Miami,NY,78126,University of California--Berkeley,2.31,2.41; 3.61; 2.82; 2.21; 2.85,79,39,6,"AI501, DATA201, EE301, CS101, CS201, DS401",23,"Docker, Machine Learning, Pandas, C++","Leadership, Time Management, Problem-solving","None, Computer Vision",Data Scientist,"Hiking, Reading, Photography, Gaming, Music",Reading/Writing,Alone,Morning,"Machine Learning, Cybersecurity, AI"
202370281,Hunter,Jonathan,Phillips,Male,2006-11-05,United States,United States,(885) 604-7642,hunter.phillips76@gmail.com,4793 Hill Street,Austin,GA,11403,University of Washington,2.64,3.86; 3.04; 2.39; 3.57; 3.02,74,55,4,"BIO202, CS201, BIO202, CS101",14,"AWS, Python, Pandas, Machine Learning","Teamwork, Time Management, Communication","Computer Vision, Cybersecurity, NLP, None","ML Engineer, Data Scientist","Music, Cooking, Reading, Sports, Hiking",Reading/Writing,Alone,Morning,"Cybersecurity, None, AI, Computer Vision, Data Science"
202097527,Lydia,Elizabeth,Carter,Female,2006-06-04,United States,United States,(608) 889-6603,lydia.carter10@gmail.com,"4085 Maple Way, Apt 118",Miami,CA,73172,University of California--San Diego,2.5,None,112,18,4,"DS401, AI501, CS201, PSY101",14,"Cybersecurity, C++, Docker, R, Pandas, JavaScript, SQL","Critical Thinking, Leadership, Problem-solving, Communication",Machine Learning,"AI Researcher, Data Scientist","Gaming, Photography, Cooking",Kinesthetic,Small group,Morning,AI
202543377,Natalia,Noah,Ross,Female,2001-06-23,United States,United States,(671) 523-1137,natalia.ross2@gmail.com,"8001 Maple Lane, Apt 81",Miami,MA,74330,Carnegie Mellon University,2.61,3.83; 2.56; 2.44; 3.15; 2.11; 3.6,137,0,3,"ECON101, EE301, BIO202",10,"JavaScript, Git, TensorFlow, Java, R, PyTorch, SQL, C++","Leadership, Communication, Problem-solving, Time Management, Critical Thinking","Machine Learning, Data Science","Data Scientist, Cybersecurity Analyst, AI Researcher, ML Engineer","Photography, Music, Sports, Hiking",Auditory,Small group,Afternoon,Computer Vision
202471706,Liliana,Jaxon,Bailey,Female,2005-04-10,United States,United States,(962) 542-5256,liliana.bailey47@gmail.com,3312 Pine Way,Austin,CA,33148,University of California--Berkeley,3.02,3.99,95,30,5,"PSY101, PSY101, EE301, PSY101, AI501",17,"AWS, Cybersecurity, Machine Learning, SQL, R","Problem-solving, Teamwork, Communication","Machine Learning, Computer Vision, NLP, None","AI Researcher, ML Engineer, Cybersecurity Analyst","Music, Hiking, Photography, Reading, Gaming, Sports",Reading/Writing,Small group,Afternoon,"Data Science, Computer Vision, NLP"
202496171,Lyla,Asher,Hernandez,Female,2004-11-08,United States,United States,(761) 255-1431,lyla.hernandez99@gmail.com,"3839 Maple Road, Apt 168",Boston,IL,45553,California Institute of Technology,3.81,3.73; 2.73; 3.17; 3.93; 2.83; 2.37,20,94,4,"PSY101, MATH101, CS201, ML502",13,"AWS, Machine Learning, Java, Deep Learning, SQL, TensorFlow","Teamwork, Problem-solving, Communication, Critical Thinking",NLP,"Cybersecurity Analyst, Data Scientist, Software Engineer","Photography, Gaming, Reading, Cooking, Sports, Hiking",Kinesthetic,Online,Late night,"Cybersecurity, NLP, Data Science, Machine Learning, None"
202451344,Robert,Naomi,Collins,Male,2005-11-17,United States,United States,(499) 811-4788,robert.collins1@gmail.com,"8676 Lake Road, Apt 89",Atlanta,FL,21738,Georgia Institute of Technology,3.05,2.82; 2.31,17,93,4,"EE301, PHYS101, ML502, AI501",15,"R, JavaScript, Git, AWS, Machine Learning, PyTorch, Deep Learning","Critical Thinking, Problem-solving, Time Management, Teamwork","Artificial Intelligence, Data Science","ML Engineer, AI Researcher","Hiking, Photography, Cooking, Sports",Reading/Writing,Small group,Morning,"Machine Learning, Cybersecurity"
202326711,Micah,Sofia,Richardson,Male,2004-01-20,United States,United States,(710) 580-8597,micah.richardson90@gmail.com,8160 Cedar Road,New York,CA,34371,University of California--Los Angeles,3.95,2.54; 3.43,17,100,3,"PSY101, ML502, BIO202",11,"Python, R, Java, C++, Cybersecurity, SQL, Git, Machine Learning, TensorFlow","Leadership, Critical Thinking, Communication, Time Management, Teamwork, Problem-solving",Data Science,"Data Scientist, Software Engineer, Cybersecurity Analyst, ML Engineer","Cooking, Hiking",Auditory,Online,Late night,"Cybersecurity, Machine Learning, AI"
